# X Y Z i
284274.50 5036142.40 -10.00 0.001690
284294.50 5036142.40 -10.00 0.001749
284314.50 5036142.40 -10.00 0.001788
284334.50 5036142.40 -10.00 0.001889
284214.50 5036162.40 -10.00 0.001622
284234.50 5036162.40 -10.00 0.001634
284254.50 5036162.40 -10.00 0.001660
284274.50 5036162.40 -10.00 0.001707
284294.50 5036162.40 -10.00 0.001716
284314.50 5036162.40 -10.00 0.001717
284334.50 5036162.40 -10.00 0.001929
284214.50 5036182.40 -10.00 0.001600
284234.50 5036182.40 -10.00 0.001620
284254.50 5036182.40 -10.00 0.001844
284274.50 5036182.40 -10.00 0.001826
284294.50 5036182.40 -10.00 0.001786
284314.50 5036182.40 -10.00 0.001743
284334.50 5036182.40 -10.00 0.002032
284214.50 5036202.40 -10.00 0.001561
284234.50 5036202.40 -10.00 0.001606
284254.50 5036202.40 -10.00 0.001641
284274.50 5036202.40 -10.00 0.001663
284294.50 5036202.40 -10.00 0.001881
284314.50 5036202.40 -10.00 0.001908
284334.50 5036202.40 -10.00 0.002548
284214.50 5036222.40 -10.00 0.001397
284234.50 5036222.40 -10.00 0.001008
284254.50 5036222.40 -10.00 0.001336
284274.50 5036222.40 -10.00 0.001280
284294.50 5036222.40 -10.00 0.002047
284314.50 5036222.40 -10.00 0.002071
284334.50 5036222.40 -10.00 0.003606
284214.50 5036242.40 -10.00 0.001244
284234.50 5036242.40 -10.00 0.000055
284254.50 5036242.40 -10.00 0.001604
284274.50 5036242.40 -10.00 0.001589
284294.50 5036242.40 -10.00 0.002126
284314.50 5036242.40 -10.00 0.001957
284334.50 5036242.40 -10.00 0.002531
284214.50 5036262.40 -10.00 0.001476
284234.50 5036262.40 -10.00 0.001492
284254.50 5036262.40 -10.00 0.001504
284274.50 5036262.40 -10.00 0.001506
284294.50 5036262.40 -10.00 0.001544
284314.50 5036262.40 -10.00 0.001772
284334.50 5036262.40 -10.00 0.001951
284214.50 5036282.40 -10.00 0.001440
284234.50 5036282.40 -10.00 0.001443
284254.50 5036282.40 -10.00 0.001596
284274.50 5036282.40 -10.00 0.001600
284294.50 5036282.40 -10.00 0.001614
284314.50 5036282.40 -10.00 0.001290
284334.50 5036282.40 -10.00 0.001869
284214.50 5036302.40 -10.00 0.001545
284234.50 5036302.40 -10.00 0.001554
284254.50 5036302.40 -10.00 0.001573
284274.50 5036302.40 -10.00 0.001442
284294.50 5036302.40 -10.00 0.001536
284314.50 5036302.40 -10.00 0.001610
284334.50 5036302.40 -10.00 0.001674
284214.50 5036322.40 -10.00 0.001527
284234.50 5036322.40 -10.00 0.001186
284254.50 5036322.40 -10.00 0.001268
284274.50 5036322.40 -10.00 0.001389
284294.50 5036322.40 -10.00 0.001492
284314.50 5036322.40 -10.00 0.001565
284334.50 5036322.40 -10.00 0.001616
284214.50 5036342.40 -10.00 0.001256
284234.50 5036342.40 -10.00 0.001046
284254.50 5036342.40 -10.00 0.000984
284274.50 5036342.40 -10.00 0.001312
284294.50 5036342.40 -10.00 0.001453
284314.50 5036342.40 -10.00 0.001530
284334.50 5036342.40 -10.00 0.001577
284214.50 5036142.40 -6.00 0.001635
284234.50 5036142.40 -6.00 0.001650
284254.50 5036142.40 -6.00 0.001604
284274.50 5036142.40 -6.00 0.001693
284294.50 5036142.40 -6.00 0.001767
284314.50 5036142.40 -6.00 0.001784
284334.50 5036142.40 -6.00 0.001888
284214.50 5036162.40 -6.00 0.001622
284234.50 5036162.40 -6.00 0.001633
284254.50 5036162.40 -6.00 0.001676
