# X Y Z i
284314.50 5036302.40 -14.00 0.001214
284334.50 5036302.40 -14.00 0.000487
284214.50 5036322.40 -14.00 0.000662
284234.50 5036322.40 -14.00 0.001158
284254.50 5036322.40 -14.00 0.001018
284274.50 5036322.40 -14.00 0.000797
284294.50 5036322.40 -14.00 0.000220
284314.50 5036322.40 -14.00 0.000772
284334.50 5036322.40 -14.00 0.001541
284214.50 5036342.40 -14.00 0.001311
284234.50 5036342.40 -14.00 0.000138
284254.50 5036342.40 -14.00 0.000704
284274.50 5036342.40 -14.00 0.000818
284294.50 5036342.40 -14.00 0.000612
284314.50 5036342.40 -14.00 0.000262
284334.50 5036342.40 -14.00 0.001924
284214.50 5036142.40 -10.00 0.000275
284234.50 5036142.40 -10.00 0.002480
284254.50 5036142.40 -10.00 0.000308
284274.50 5036142.40 -10.00 0.002785
284294.50 5036142.40 -10.00 0.001253
284314.50 5036142.40 -10.00 0.001240
284334.50 5036142.40 -10.00 0.002416
284214.50 5036162.40 -10.00 0.002244
284234.50 5036162.40 -10.00 0.002509
284254.50 5036162.40 -10.00 0.000577
284274.50 5036162.40 -10.00 0.003737
284294.50 5036162.40 -10.00 0.003266
284314.50 5036162.40 -10.00 0.000562
284334.50 5036162.40 -10.00 0.000547
284214.50 5036182.40 -10.00 0.001781
284234.50 5036182.40 -10.00 0.001489
284254.50 5036182.40 -10.00 0.000440
284274.50 5036182.40 -10.00 0.003787
284294.50 5036182.40 -10.00 0.003870
284314.50 5036182.40 -10.00 0.003260
284334.50 5036182.40 -10.00 0.001596
284214.50 5036202.40 -10.00 0.002599
284234.50 5036202.40 -10.00 0.000667
284254.50 5036202.40 -10.00 0.003596
284274.50 5036202.40 -10.00 0.000488
284294.50 5036202.40 -10.00 0.002105
284314.50 5036202.40 -10.00 0.003173
284334.50 5036202.40 -10.00 0.001808
284214.50 5036222.40 -10.00 0.000068
284234.50 5036222.40 -10.00 0.002239
284254.50 5036222.40 -10.00 0.006426
284274.50 5036222.40 -10.00 0.001021
284294.50 5036222.40 -10.00 0.004534
